location,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,hours_since_cleaning,risk_level,inspection_year,inspection_month,inspection_day
Semi-Urban,2,4,8,1,642,4,35,2,2026,9,6
Urban,10,9,6,2,951,2,23,1,2026,9,7
Semi-Urban,3,2,7,2,857,2,45,1,2026,9,8
Urban,6,3,5,2,867,3,21,1,2026,9,9
Urban,8,10,9,0,368,6,28,2,2026,9,10
Semi-Urban,1,8,5,2,503,5,13,1,2026,9,11
Semi-Urban,1,6,5,2,569,5,34,1,2026,9,12
Semi-Urban,2,8,3,2,376,0,38,1,2026,9,13
Urban,6,7,1,2,771,4,6,0,2026,9,14
Urban,9,5,2,2,337,4,44,0,2026,9,15
Rural,4,9,8,0,652,3,4,2,2026,9,16
Semi-Urban,3,4,1,1,67,4,5,1,2026,9,17
Semi-Urban,8,6,7,0,29,2,40,1,2026,9,18
Urban,10,2,5,2,252,2,6,0,2026,9,19
Semi-Urban,9,2,3,1,55,1,21,0,2026,9,20
Urban,5,2,7,1,432,5,28,1,2026,9,21
Urban,9,10,9,2,481,2,3,1,2026,9,22
Rural,2,7,2,2,23,0,23,1,2026,9,23
Urban,3,2,8,2,63,3,8,1,2026,9,24
Rural,7,2,9,1,587,3,19,1,2026,9,25
Urban,7,9,3,2,573,4,11,1,2026,9,26
Urban,6,7,2,0,274,2,10,1,2026,9,27
Semi-Urban,6,3,7,2,759,4,28,1,2026,9,28
Rural,2,3,5,1,133,4,20,1,2026,9,29
Semi-Urban,10,7,5,2,768,0,44,1,2026,9,30
Rural,6,5,10,1,416,1,28,1,2026,10,1
Semi-Urban,4,10,5,2,193,4,29,1,2026,10,2
Semi-Urban,3,6,4,0,274,1,8,1,2026,10,3
Rural,2,8,5,2,485,3,19,1,2026,10,4
Urban,1,9,4,2,948,2,48,2,2026,10,5
Semi-Urban,5,1,6,2,296,3,21,1,2026,10,6
Urban,2,3,4,2,483,0,18,1,2026,10,7
Rural,2,7,2,2,866,0,9,1,2026,10,8
Rural,7,6,9,2,521,4,4,1,2026,10,9
Urban,8,7,2,1,460,1,41,1,2026,10,10
Semi-Urban,10,8,9,2,88,2,25,1,2026,10,11
Rural,8,6,10,2,528,1,34,1,2026,10,12
Urban,4,3,6,2,345,5,9,1,2026,10,13
Semi-Urban,1,2,9,2,761,1,9,1,2026,10,14
Rural,7,7,9,0,86,3,18,1,2026,10,15
Urban,1,1,3,2,323,2,11,0,2026,10,16
Semi-Urban,4,3,1,0,991,3,13,1,2026,10,17
Urban,8,4,1,2,503,1,38,0,2026,10,18
Rural,2,1,3,2,948,5,9,1,2026,10,19
Rural,6,5,5,1,567,1,16,1,2026,10,20
Rural,6,10,3,2,436,3,4,1,2026,10,21
Semi-Urban,9,3,9,2,178,4,34,1,2026,10,22
Rural,5,2,9,2,168,4,7,1,2026,10,23
Rural,10,3,3,1,46,1,15,0,2026,10,24
Urban,4,8,3,2,603,4,38,1,2026,10,25
Rural,5,6,5,2,267,1,11,0,2026,10,26
Urban,10,7,2,2,120,2,32,0,2026,10,27
Semi-Urban,5,6,6,2,721,3,27,1,2026,10,28
Urban,8,6,7,0,115,5,30,1,2026,10,29
Urban,10,3,9,2,403,3,17,0,2026,10,30
Urban,8,8,6,2,301,5,36,1,2026,10,31
Semi-Urban,2,7,3,1,341,1,19,1,2026,11,1
Urban,7,7,5,2,415,2,7,0,2026,11,2
Semi-Urban,8,6,4,2,297,2,43,1,2026,11,3
Urban,6,5,5,2,548,4,45,1,2026,11,4
Urban,5,10,8,2,282,1,21,1,2026,11,5
Semi-Urban,9,8,8,2,638,2,28,1,2026,11,6
Semi-Urban,3,5,6,2,599,1,3,1,2026,11,7
Urban,10,9,1,2,659,2,14,0,2026,11,8
Semi-Urban,4,9,8,2,312,4,2,1,2026,11,9
Rural,9,1,8,2,313,1,29,0,2026,11,10
Semi-Urban,6,6,2,2,627,8,18,1,2026,11,11
Urban,8,7,4,2,414,6,37,1,2026,11,12
Urban,7,3,2,0,532,4,45,1,2026,11,13
Rural,2,7,4,2,940,4,45,2,2026,11,14
Urban,3,7,10,1,829,2,24,2,2026,11,15
Rural,1,2,7,2,199,3,46,1,2026,11,16
Semi-Urban,9,7,9,1,939,5,12,1,2026,11,17
Rural,7,1,8,0,712,3,45,2,2026,11,18
Semi-Urban,1,5,9,2,254,3,32,1,2026,11,19
Rural,3,9,8,2,971,1,18,1,2026,11,20
Urban,4,7,2,2,850,3,13,1,2026,11,21
Semi-Urban,4,7,7,2,356,3,4,1,2026,11,22
Urban,5,2,2,2,27,3,23,0,2026,11,23
Semi-Urban,3,8,2,1,462,3,10,1,2026,11,24
Semi-Urban,3,3,4,2,960,2,5,1,2026,11,25
Rural,1,8,1,2,558,3,40,1,2026,11,26
Rural,7,3,5,2,839,3,14,0,2026,11,27
Semi-Urban,10,10,6,2,677,5,34,1,2026,11,28
Urban,1,7,9,0,110,1,28,2,2026,11,29
Urban,2,2,10,1,873,3,8,1,2026,11,30
Semi-Urban,4,4,8,2,291,5,16,1,2026,12,1
Urban,4,6,2,2,853,2,31,1,2026,12,2
Urban,5,9,1,2,24,2,7,0,2026,12,3
Urban,2,5,2,1,613,2,3,1,2026,12,4
Urban,4,9,7,2,918,3,29,1,2026,12,5
Urban,1,5,4,2,238,1,36,1,2026,12,6
Urban,2,10,10,1,137,2,39,2,2026,12,7
Urban,1,8,5,2,612,1,4,1,2026,12,8
Urban,10,1,7,1,995,2,9,1,2026,12,9
Rural,10,7,3,2,601,2,17,0,2026,12,10
Urban,4,4,10,0,134,2,20,2,2026,12,11
Urban,4,5,2,2,282,3,14,0,2026,12,12
Semi-Urban,7,6,7,2,325,2,46,1,2026,12,13
Urban,10,5,5,2,673,1,29,0,2026,12,14
Rural,9,1,1,1,441,4,13,0,2026,12,15
Semi-Urban,9,9,1,2,226,3,36,0,2026,12,16
Urban,5,2,9,2,642,3,45,1,2026,12,17
Urban,10,9,5,2,322,1,17,0,2026,12,18
Rural,1,10,1,2,131,7,47,1,2026,12,19
Rural,1,2,7,2,436,5,43,1,2026,12,20
Semi-Urban,6,9,9,1,574,1,4,1,2026,12,21
Semi-Urban,2,6,1,2,878,5,20,1,2026,12,22
Urban,8,9,10,2,304,3,11,1,2026,12,23
Rural,9,6,4,2,659,7,42,1,2026,12,24
Urban,4,6,3,2,204,2,22,1,2026,12,25
Rural,5,2,5,2,760,2,45,1,2026,12,26
Semi-Urban,8,8,7,2,920,2,8,1,2026,12,27
Semi-Urban,3,3,8,2,240,3,28,1,2026,12,28
Semi-Urban,5,7,2,2,883,3,45,1,2026,12,29
Urban,3,5,7,0,463,2,41,2,2026,12,30
Urban,10,3,1,2,136,2,30,0,2026,12,31
Urban,3,1,7,2,89,1,33,1,2027,1,1
Urban,3,8,8,1,917,4,33,2,2027,1,2
Semi-Urban,7,3,2,1,89,8,47,1,2027,1,3
Urban,7,2,9,2,641,5,36,1,2027,1,4
Urban,7,1,1,2,446,3,27,0,2027,1,5
Rural,10,4,6,1,663,4,20,1,2027,1,6
Rural,8,8,1,2,587,3,33,1,2027,1,7
Rural,5,3,3,2,462,3,25,1,2027,1,8
Rural,5,1,6,2,620,5,44,1,2027,1,9
Urban,4,4,3,2,156,4,43,1,2027,1,10
Urban,7,9,8,2,523,3,19,1,2027,1,11
Semi-Urban,10,1,5,1,150,1,47,1,2027,1,12
Semi-Urban,4,2,2,2,237,3,21,0,2027,1,13
Urban,2,9,4,2,707,6,42,2,2027,1,14
Rural,4,2,9,2,190,2,33,1,2027,1,15
Urban,8,3,4,2,494,1,3,0,2027,1,16
Urban,9,7,10,1,631,3,14,1,2027,1,17
Semi-Urban,3,3,10,2,148,4,15,1,2027,1,18
Semi-Urban,7,9,8,0,76,2,33,2,2027,1,19
Semi-Urban,9,6,5,2,200,1,42,1,2027,1,20
Urban,4,3,10,2,265,3,22,1,2027,1,21
Rural,10,9,1,1,163,2,1,0,2027,1,22
Urban,3,1,7,2,70,7,31,1,2027,1,23
Urban,5,10,3,2,387,3,47,1,2027,1,24
Rural,1,3,10,1,478,3,35,2,2027,1,25
Rural,3,1,8,2,237,6,20,1,2027,1,26
Rural,8,2,3,1,635,5,32,1,2027,1,27
Rural,8,8,1,0,914,5,12,1,2027,1,28
Semi-Urban,4,7,5,2,586,5,16,1,2027,1,29
Semi-Urban,2,2,2,2,276,7,8,1,2027,1,30
Urban,8,2,4,2,877,1,14,0,2027,1,31
Urban,8,9,1,2,175,4,18,0,2027,2,1
Urban,10,6,9,1,584,0,30,1,2027,2,2
Urban,4,5,6,1,461,4,33,1,2027,2,3
Semi-Urban,3,10,8,2,860,6,34,2,2027,2,4
Semi-Urban,2,6,4,2,975,2,44,1,2027,2,5
Urban,9,9,9,2,718,2,34,1,2027,2,6
Urban,1,7,2,2,895,3,7,1,2027,2,7
Semi-Urban,7,10,9,1,681,2,6,1,2027,2,8
Urban,5,10,5,2,795,7,6,1,2027,2,9
Rural,8,9,6,1,781,2,22,1,2027,2,10
Semi-Urban,4,4,3,2,964,4,8,1,2027,2,11
Semi-Urban,7,2,4,1,829,3,37,1,2027,2,12
Semi-Urban,5,8,6,2,942,2,15,1,2027,2,13
Rural,5,4,7,2,954,3,26,1,2027,2,14
Urban,9,9,1,2,742,2,39,1,2027,2,15
Semi-Urban,9,4,7,1,44,1,3,0,2027,2,16
Semi-Urban,9,8,1,2,825,3,10,0,2027,2,17
Urban,6,9,5,2,872,3,3,1,2027,2,18
Rural,6,9,6,2,683,0,30,1,2027,2,19
Semi-Urban,5,10,2,2,555,2,46,1,2027,2,20
Semi-Urban,9,4,10,2,783,3,22,1,2027,2,21
Rural,10,1,9,0,79,1,3,1,2027,2,22
Rural,8,3,10,2,486,2,1,0,2027,2,23
Semi-Urban,7,9,6,2,453,5,33,1,2027,2,24
Rural,7,4,7,2,898,4,19,1,2027,2,25
Semi-Urban,6,5,10,2,85,2,36,1,2027,2,26
Semi-Urban,5,7,8,2,929,3,34,1,2027,2,27
Semi-Urban,4,5,10,2,584,2,31,1,2027,2,28
Semi-Urban,3,4,1,2,947,2,43,1,2027,3,1
Urban,3,2,8,2,125,6,24,1,2027,3,2
Rural,6,2,4,1,115,2,12,0,2027,3,3
Rural,4,4,10,2,707,3,13,1,2027,3,4
Urban,6,10,8,0,570,2,16,2,2027,3,5
Rural,3,10,6,2,187,3,16,1,2027,3,6
Urban,4,9,9,2,61,4,20,1,2027,3,7
Urban,9,8,4,2,898,1,41,1,2027,3,8
Semi-Urban,5,3,2,2,123,2,48,1,2027,3,9
Urban,7,9,2,0,864,6,27,2,2027,3,10
Rural,10,5,5,1,223,1,39,1,2027,3,11
Rural,2,3,10,2,539,1,13,1,2027,3,12
Semi-Urban,5,5,9,2,994,3,4,1,2027,3,13
Urban,9,10,3,2,301,3,32,1,2027,3,14
Urban,3,4,8,2,927,1,45,1,2027,3,15
Semi-Urban,9,8,4,2,62,2,40,1,2027,3,16
Rural,6,5,6,0,966,2,34,2,2027,3,17
Semi-Urban,4,10,10,0,129,3,39,2,2027,3,18
Urban,7,8,6,0,229,4,43,2,2027,3,19
Semi-Urban,8,9,3,1,768,2,17,1,2027,3,20
Semi-Urban,6,4,5,2,887,4,24,1,2027,3,21
Semi-Urban,5,7,3,2,850,4,29,1,2027,3,22
Urban,6,2,1,2,68,4,46,0,2027,3,23
Semi-Urban,5,6,7,2,134,5,28,1,2027,3,24
Semi-Urban,8,8,4,2,174,4,45,1,2027,3,25
Rural,1,7,7,1,668,5,47,2,2027,3,26
Urban,7,7,3,1,522,2,22,1,2027,3,27
Semi-Urban,10,8,5,0,698,2,28,1,2027,3,28
Rural,10,7,5,1,852,5,25,1,2027,3,29
Urban,2,5,2,0,730,1,41,2,2027,3,30
Rural,9,7,10,2,90,1,3,0,2027,3,31
Semi-Urban,1,10,2,1,538,1,13,1,2027,4,1
Urban,10,3,4,2,731,3,31,0,2027,4,2
Urban,6,5,4,2,355,2,13,0,2027,4,3
Semi-Urban,9,7,4,0,86,6,41,1,2027,4,4
Urban,1,9,6,1,512,1,18,2,2027,4,5
Semi-Urban,4,2,2,2,669,1,37,1,2027,4,6
Urban,4,4,6,2,773,2,43,1,2027,4,7
Semi-Urban,9,7,7,2,986,3,34,1,2027,4,8
Urban,5,1,10,2,232,3,17,1,2027,4,9
Rural,5,2,3,0,200,3,21,1,2027,4,10
Rural,6,9,8,2,785,0,36,1,2027,4,11
Rural,1,10,2,2,632,3,40,1,2027,4,12
Semi-Urban,1,7,8,2,882,3,19,1,2027,4,13
Urban,9,10,5,2,618,1,12,0,2027,4,14
Semi-Urban,3,7,2,2,716,1,28,1,2027,4,15
Urban,4,6,7,0,622,2,11,2,2027,4,16
Urban,1,3,2,2,267,4,48,1,2027,4,17
Urban,9,10,6,2,233,4,37,1,2027,4,18
Semi-Urban,8,3,10,2,378,5,28,1,2027,4,19
Semi-Urban,2,2,3,2,268,4,35,1,2027,4,20
Semi-Urban,8,6,9,1,657,3,44,1,2027,4,21
Urban,7,4,3,2,942,0,15,0,2027,4,22
Urban,6,5,3,1,969,3,16,1,2027,4,23
Rural,1,3,5,2,900,4,45,1,2027,4,24
Urban,7,6,7,2,535,3,7,1,2027,4,25
Semi-Urban,10,3,8,2,107,3,47,1,2027,4,26
Urban,7,8,7,2,682,1,3,1,2027,4,27
Semi-Urban,9,9,9,1,195,3,31,1,2027,4,28
Semi-Urban,1,4,5,2,742,0,12,1,2027,4,29
Urban,2,9,10,2,445,4,8,1,2027,4,30
Urban,9,7,3,2,790,0,25,0,2027,5,1
Semi-Urban,9,3,6,2,622,4,44,1,2027,5,2
Semi-Urban,6,7,5,0,790,4,35,2,2027,5,3
Urban,6,1,4,2,943,2,12,0,2027,5,4
Rural,4,3,2,2,722,3,21,1,2027,5,5
Urban,4,6,7,0,100,3,26,2,2027,5,6
Urban,5,4,5,2,946,8,2,1,2027,5,7
Rural,3,7,4,2,157,5,14,1,2027,5,8
Urban,1,3,8,2,452,3,46,1,2027,5,9
Semi-Urban,1,1,9,1,489,2,4,1,2027,5,10
Urban,7,9,9,1,369,3,17,1,2027,5,11
Urban,1,6,3,2,145,3,47,1,2027,5,12
Rural,1,8,3,2,900,1,48,2,2027,5,13
Urban,3,3,5,0,936,4,5,1,2027,5,14
Rural,10,8,5,2,887,8,24,1,2027,5,15
Urban,4,2,10,2,328,1,7,1,2027,5,16
Urban,4,4,2,2,874,5,23,1,2027,5,17
Urban,2,3,1,1,249,5,47,1,2027,5,18
Semi-Urban,1,10,8,2,479,4,17,1,2027,5,19
Urban,3,1,3,2,364,10,12,1,2027,5,20
Rural,4,7,1,2,329,5,11,1,2027,5,21
Semi-Urban,3,10,1,2,972,3,11,1,2027,5,22
Rural,8,2,2,1,39,3,34,0,2027,5,23
Urban,10,4,6,2,900,2,47,1,2027,5,24
Rural,1,9,6,2,580,4,37,2,2027,5,25
Semi-Urban,2,6,3,2,666,2,29,1,2027,5,26
Semi-Urban,7,8,4,2,560,2,48,1,2027,5,27
Rural,4,2,2,1,579,2,36,1,2027,5,28
Semi-Urban,8,7,2,2,496,3,27,0,2027,5,29
Semi-Urban,3,6,7,1,288,5,42,2,2027,5,30
Urban,6,9,1,2,22,5,22,0,2027,5,31
Urban,9,7,7,2,789,4,2,0,2027,6,1
Rural,1,1,1,2,35,6,47,1,2027,6,2
Semi-Urban,1,8,6,2,625,4,36,2,2027,6,3
Semi-Urban,8,10,3,2,377,1,48,1,2027,6,4
Semi-Urban,3,3,8,1,665,6,30,2,2027,6,5
Urban,5,2,6,2,832,3,7,1,2027,6,6
Urban,1,3,2,2,858,1,12,1,2027,6,7
Semi-Urban,5,6,8,1,152,3,3,1,2027,6,8
Urban,6,3,5,1,331,2,17,1,2027,6,9
Urban,8,10,8,2,986,2,41,1,2027,6,10
Semi-Urban,3,5,8,2,501,4,32,1,2027,6,11
Urban,3,6,6,2,914,3,8,1,2027,6,12
Semi-Urban,10,8,2,1,563,2,23,1,2027,6,13
Urban,9,7,8,1,324,2,38,1,2027,6,14
Semi-Urban,4,8,6,1,288,2,30,1,2027,6,15
Urban,4,3,6,1,433,1,15,1,2027,6,16
Semi-Urban,7,4,8,2,44,3,10,0,2027,6,17
Urban,2,6,1,1,1000,3,38,1,2027,6,18
Urban,8,7,2,2,335,2,15,0,2027,6,19
Urban,6,9,9,2,590,0,30,1,2027,6,20
Semi-Urban,3,1,8,2,744,2,46,1,2027,6,21
Semi-Urban,9,8,7,0,687,3,26,1,2027,6,22
Urban,5,8,7,1,845,4,45,2,2027,6,23
Semi-Urban,8,6,5,2,295,4,14,0,2027,6,24
Rural,7,4,2,1,949,1,3,0,2027,6,25
Semi-Urban,8,3,6,1,408,1,36,1,2027,6,26
Urban,7,3,10,2,741,2,26,1,2027,6,27
Semi-Urban,3,6,3,2,463,8,14,1,2027,6,28
Urban,2,8,4,1,446,2,31,1,2027,6,29
Urban,7,7,10,2,76,8,14,1,2027,6,30
Rural,3,1,2,2,716,0,40,1,2027,7,1
Urban,3,6,2,1,990,4,10,1,2027,7,2
Semi-Urban,2,7,8,0,585,3,9,2,2027,7,3
Semi-Urban,4,7,8,2,740,4,46,2,2027,7,4
Semi-Urban,8,9,10,1,387,6,40,2,2027,7,5
Semi-Urban,1,10,6,2,960,5,43,2,2027,7,6
Urban,1,5,5,2,361,1,42,1,2027,7,7
Urban,5,1,8,2,824,5,18,1,2027,7,8
Semi-Urban,5,2,4,2,871,4,36,1,2027,7,9
Urban,1,4,4,1,323,4,36,1,2027,7,10
Urban,6,5,5,2,783,0,12,1,2027,7,11
Urban,1,9,1,2,393,2,40,1,2027,7,12
Urban,5,1,1,2,969,5,3,0,2027,7,13
Urban,9,3,2,0,835,6,18,1,2027,7,14
Urban,5,5,8,2,131,1,7,1,2027,7,15
Semi-Urban,6,3,7,2,897,6,31,1,2027,7,16
Semi-Urban,8,4,10,2,25,3,1,0,2027,7,17
Rural,1,3,9,1,949,2,31,2,2027,7,18
Urban,2,4,5,2,722,6,13,1,2027,7,19
Urban,9,1,2,2,865,1,29,0,2027,7,20
Urban,3,8,7,2,963,4,3,1,2027,7,21
Semi-Urban,6,4,8,1,298,2,29,1,2027,7,22
Semi-Urban,5,7,7,2,401,5,35,1,2027,7,23
Urban,2,2,7,2,871,1,15,1,2027,7,24
Rural,7,2,5,2,32,1,21,0,2027,7,25
Urban,4,6,2,2,322,3,19,1,2027,7,26
Semi-Urban,1,2,6,1,575,1,28,1,2027,7,27
Semi-Urban,4,6,4,2,636,4,4,1,2027,7,28
Rural,6,2,10,0,179,3,45,2,2027,7,29
Semi-Urban,7,4,2,0,173,2,13,1,2027,7,30
Rural,7,7,9,2,773,2,15,1,2027,7,31
Urban,7,8,7,1,200,5,48,2,2027,8,1
Rural,3,3,6,1,545,3,39,1,2027,8,2
Urban,6,9,5,1,199,4,32,1,2027,8,3
Rural,8,2,3,2,396,2,3,0,2027,8,4
Semi-Urban,4,8,10,2,823,6,30,2,2027,8,5
Rural,8,8,10,2,795,2,20,1,2027,8,6
Semi-Urban,2,4,4,1,187,2,2,1,2027,8,7
Semi-Urban,10,1,3,2,233,2,25,0,2027,8,8
Semi-Urban,9,1,8,2,169,4,11,0,2027,8,9
Semi-Urban,9,2,3,2,35,2,1,0,2027,8,10
Urban,8,9,7,2,110,2,48,1,2027,8,11
Urban,10,2,7,2,139,2,48,1,2027,8,12
Urban,10,2,7,2,975,5,10,0,2027,8,13
Urban,1,6,7,2,272,6,17,1,2027,8,14
Rural,2,7,2,0,79,3,30,2,2027,8,15
Urban,6,7,10,2,285,3,35,1,2027,8,16
Rural,10,9,3,1,428,0,19,1,2027,8,17
Urban,5,6,10,2,50,1,46,1,2027,8,18
Urban,9,8,9,2,40,1,34,1,2027,8,19
Semi-Urban,5,6,3,1,750,4,32,1,2027,8,20
Semi-Urban,2,2,2,1,612,4,12,1,2027,8,21
Semi-Urban,10,1,9,2,308,2,43,1,2027,8,22
Semi-Urban,4,5,10,0,562,4,17,2,2027,8,23
Semi-Urban,9,9,9,0,517,6,6,1,2027,8,24
Urban,1,8,4,0,765,4,13,2,2027,8,25
Rural,1,4,9,2,493,2,39,1,2027,8,26
Rural,7,5,3,2,424,1,22,0,2027,8,27
Semi-Urban,3,5,7,2,567,3,11,1,2027,8,28
Urban,10,6,7,2,980,2,7,0,2027,8,29
Semi-Urban,2,3,8,2,151,6,45,1,2027,8,30
Urban,9,5,10,1,343,0,45,1,2027,8,31
Urban,3,2,4,2,877,0,21,1,2027,9,1
Urban,2,10,3,2,151,2,1,1,2027,9,2
Semi-Urban,8,1,3,2,540,4,30,0,2027,9,3
Rural,10,1,5,1,49,5,19,0,2027,9,4
Semi-Urban,6,10,1,2,646,2,47,1,2027,9,5
Semi-Urban,6,7,10,1,320,6,46,2,2027,9,6
Urban,10,2,3,2,23,1,29,0,2027,9,7
Urban,7,4,6,1,344,4,35,1,2027,9,8
Urban,7,5,3,0,528,12,20,1,2027,9,9
Rural,6,7,5,2,256,3,36,1,2027,9,10
Urban,4,2,9,0,554,3,39,2,2027,9,11
Rural,9,6,2,2,35,5,1,0,2027,9,12
Semi-Urban,6,1,2,2,553,5,23,0,2027,9,13
Urban,4,7,6,2,603,2,31,1,2027,9,14
Semi-Urban,3,9,6,2,835,4,35,1,2027,9,15
Semi-Urban,4,5,8,1,465,3,47,2,2027,9,16
Rural,3,5,2,2,522,2,45,1,2027,9,17
Rural,2,4,9,2,975,3,22,1,2027,9,18
Urban,5,3,2,2,249,4,46,1,2027,9,19
Urban,2,9,1,2,126,4,7,1,2027,9,20
Semi-Urban,6,5,10,2,739,1,33,1,2027,9,21
Rural,3,8,2,1,408,6,45,2,2027,9,22
Urban,6,9,7,2,739,2,36,1,2027,9,23
Semi-Urban,10,5,8,2,282,2,44,1,2027,9,24
Semi-Urban,9,10,5,2,582,3,7,0,2027,9,25
Semi-Urban,1,9,6,2,84,2,27,1,2027,9,26
Urban,6,2,1,2,284,4,2,0,2027,9,27
Semi-Urban,9,9,6,1,357,3,17,1,2027,9,28
Rural,4,4,8,2,320,3,1,1,2027,9,29
Urban,2,6,3,2,397,4,46,1,2027,9,30
Urban,4,6,1,2,194,1,30,1,2027,10,1
Rural,1,6,4,2,982,3,22,1,2027,10,2
Urban,3,2,1,1,171,0,28,1,2027,10,3
Rural,10,7,8,2,495,1,33,1,2027,10,4
Semi-Urban,9,6,5,2,285,1,26,0,2027,10,5
Urban,10,1,1,1,348,3,35,0,2027,10,6
Rural,5,2,8,2,992,2,11,1,2027,10,7
Urban,6,7,9,2,835,4,7,1,2027,10,8
Semi-Urban,3,1,10,2,182,5,28,1,2027,10,9
Urban,5,1,2,2,457,3,25,0,2027,10,10
Semi-Urban,8,1,9,1,362,3,41,1,2027,10,11
Urban,6,8,8,2,386,4,31,1,2027,10,12
Urban,4,4,7,1,484,6,3,1,2027,10,13
Rural,2,4,3,2,769,3,33,1,2027,10,14
Urban,9,2,2,1,218,3,34,0,2027,10,15
Semi-Urban,1,1,7,2,519,2,21,1,2027,10,16
Urban,1,10,5,2,35,3,37,1,2027,10,17
Semi-Urban,4,9,6,2,840,1,19,1,2027,10,18
Urban,7,7,4,2,315,4,37,1,2027,10,19
Rural,1,4,2,2,887,3,21,1,2027,10,20
Semi-Urban,9,6,9,1,530,1,14,1,2027,10,21
Urban,4,2,3,0,807,1,10,1,2027,10,22
Urban,3,7,7,2,258,1,7,1,2027,10,23
Urban,1,2,8,2,600,0,29,1,2027,10,24
Semi-Urban,10,10,2,1,320,2,40,1,2027,10,25
Urban,4,8,6,2,25,3,8,1,2027,10,26
Rural,9,8,8,0,239,2,39,2,2027,10,27
Urban,10,1,7,2,785,3,13,0,2027,10,28
Urban,6,8,3,2,472,3,46,1,2027,10,29
Semi-Urban,6,2,1,2,452,6,19,0,2027,10,30
Semi-Urban,1,6,6,2,826,2,11,1,2027,10,31
Urban,10,1,8,2,889,3,2,0,2027,11,1
Urban,2,5,6,0,405,4,6,2,2027,11,2
Urban,6,7,5,0,638,2,29,2,2027,11,3
Semi-Urban,2,10,8,2,314,4,41,2,2027,11,4
Semi-Urban,3,1,2,2,137,8,5,0,2027,11,5
Semi-Urban,4,2,1,2,424,1,41,1,2027,11,6
Rural,5,7,1,1,699,3,30,1,2027,11,7
Rural,9,6,4,2,782,3,39,1,2027,11,8
Semi-Urban,4,3,6,2,613,1,36,1,2027,11,9
Rural,9,10,9,2,585,1,27,1,2027,11,10
Urban,10,2,1,2,771,2,18,0,2027,11,11
Urban,3,10,1,0,897,6,36,2,2027,11,12
Urban,8,4,5,2,31,2,16,0,2027,11,13
Urban,1,3,10,2,228,3,5,1,2027,11,14
Semi-Urban,9,7,5,2,184,4,9,0,2027,11,15
Rural,9,8,5,2,897,3,34,1,2027,11,16
Urban,10,2,10,2,313,2,34,1,2027,11,17
Urban,2,10,6,2,930,4,36,2,2027,11,18
Semi-Urban,4,7,8,2,538,3,31,1,2027,11,19
Rural,8,8,3,2,97,4,20,0,2027,11,20
Urban,7,6,9,2,453,6,17,1,2027,11,21
Semi-Urban,1,6,1,2,596,4,20,1,2027,11,22
Urban,5,10,4,1,633,5,28,1,2027,11,23
Urban,7,1,9,2,982,3,21,1,2027,11,24
Rural,4,4,8,2,888,5,19,1,2027,11,25
Rural,1,1,10,2,831,3,3,1,2027,11,26
Urban,9,4,9,2,818,2,30,1,2027,11,27
Rural,5,2,1,2,702,3,5,0,2027,11,28
Semi-Urban,2,5,9,0,96,3,42,2,2027,11,29
Rural,8,10,3,2,67,4,6,0,2027,11,30
Semi-Urban,2,9,10,2,786,1,3,1,2027,12,1
Semi-Urban,3,10,9,1,101,3,42,2,2027,12,2
Semi-Urban,10,3,1,2,914,5,24,0,2027,12,3
Semi-Urban,1,8,1,0,740,0,44,2,2027,12,4
Urban,2,3,9,2,228,1,1,1,2027,12,5
Urban,7,6,6,1,464,1,36,1,2027,12,6
Urban,10,4,4,1,990,2,15,1,2027,12,7
Semi-Urban,2,8,7,0,615,4,41,2,2027,12,8
Urban,6,6,5,0,541,1,38,2,2027,12,9
Semi-Urban,3,8,10,1,48,0,44,2,2027,12,10
Rural,4,1,7,1,323,2,18,1,2027,12,11
Urban,8,6,8,2,484,8,23,1,2027,12,12
Semi-Urban,3,1,8,2,521,3,47,1,2027,12,13
Urban,10,1,1,2,465,4,29,0,2027,12,14
Rural,6,8,8,0,647,4,41,2,2027,12,15
Urban,1,7,6,1,509,2,22,2,2027,12,16
Semi-Urban,7,3,4,0,800,2,24,1,2027,12,17
Rural,8,6,8,1,447,2,45,1,2027,12,18
Rural,8,9,3,2,578,3,48,1,2027,12,19
Semi-Urban,3,7,4,2,378,5,13,1,2027,12,20
Semi-Urban,10,3,6,2,979,1,33,1,2027,12,21
Semi-Urban,1,6,7,2,110,3,22,1,2027,12,22
Rural,9,4,4,2,72,0,35,0,2027,12,23
Semi-Urban,6,3,4,0,749,4,17,1,2027,12,24
Urban,9,9,7,1,879,5,22,1,2027,12,25
Rural,7,10,6,2,608,4,5,1,2027,12,26
Semi-Urban,1,2,8,2,223,4,25,1,2027,12,27
Semi-Urban,1,1,1,2,575,2,6,0,2027,12,28
Urban,6,2,10,2,175,2,17,1,2027,12,29
Semi-Urban,5,7,7,2,21,3,31,1,2027,12,30
Urban,9,10,7,2,376,4,17,1,2027,12,31
Semi-Urban,2,1,7,2,844,4,33,1,2028,1,1
Urban,8,6,7,2,588,1,39,1,2028,1,2
Semi-Urban,5,7,10,0,821,2,48,2,2028,1,3
Rural,2,9,10,2,77,3,37,2,2028,1,4
Urban,10,8,8,2,273,2,48,1,2028,1,5
Rural,6,6,9,2,199,2,4,1,2028,1,6
Urban,10,3,9,2,512,3,43,1,2028,1,7
Rural,8,8,2,2,688,5,14,0,2028,1,8
