facility_id,location,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,hours_since_cleaning,inspection_date,risk_level
F0784,Urban,3,4,10,Available,326,2,28,2026-02-22,Medium
F0785,Urban,1,8,8,Available,451,5,44,2026-02-23,High
F0786,Rural,6,9,9,Available,155,2,33,2026-02-24,Medium
F0787,Semi-Urban,8,3,2,Limited,928,5,25,2026-02-25,Medium
F0788,Urban,3,6,5,Available,963,4,21,2026-02-26,Medium
F0789,Semi-Urban,5,10,7,Available,534,1,12,2026-02-27,Medium
F0790,Rural,1,5,6,Available,212,2,26,2026-02-28,Medium
F0791,Urban,10,6,6,Available,604,1,29,2026-03-01,Medium
F0792,Semi-Urban,7,4,7,Available,434,2,38,2026-03-02,Medium
F0793,Semi-Urban,10,10,3,Available,892,2,35,2026-03-03,Medium
F0794,Semi-Urban,1,6,3,Limited,137,3,37,2026-03-04,Medium
F0795,Urban,9,7,10,Available,685,3,46,2026-03-05,Medium
F0796,Rural,8,9,9,Limited,228,6,44,2026-03-06,High
F0797,Rural,7,10,8,Available,971,6,45,2026-03-07,High
F0798,Semi-Urban,10,7,5,Unavailable,53,2,45,2026-03-08,Medium
F0799,Semi-Urban,7,6,6,Available,668,4,29,2026-03-09,Medium
F0800,Rural,5,1,10,Limited,337,5,24,2026-03-10,Medium
F0801,Semi-Urban,5,2,1,Available,139,3,15,2026-03-11,Low
F0802,Urban,5,1,10,Available,646,3,6,2026-03-12,Medium
F0803,Semi-Urban,1,9,1,Available,544,3,32,2026-03-13,Medium
F0804,Semi-Urban,8,10,4,Unavailable,600,5,44,2026-03-14,High
F0805,Urban,1,10,2,Available,956,2,34,2026-03-15,Medium
F0806,Semi-Urban,4,9,7,Available,864,3,36,2026-03-16,Medium
F0807,Rural,9,7,2,Limited,788,3,20,2026-03-17,Medium
F0808,Rural,9,2,10,Available,108,3,12,2026-03-18,Low
F0809,Semi-Urban,5,6,2,Limited,531,2,35,2026-03-19,Medium
F0810,Urban,4,4,5,Available,66,3,38,2026-03-20,Medium
F0811,Rural,3,1,4,Limited,791,2,17,2026-03-21,Medium
F0812,Rural,3,1,8,Available,759,5,27,2026-03-22,Medium
F0813,Urban,5,5,4,Available,978,4,17,2026-03-23,Medium
F0814,Rural,10,2,6,Available,711,4,11,2026-03-24,Low
F0815,Rural,1,4,5,Limited,541,2,39,2026-03-25,High
F0816,Semi-Urban,5,1,2,Available,303,3,2,2026-03-26,Low
F0817,Semi-Urban,6,4,8,Available,396,5,2,2026-03-27,Medium
F0818,Urban,7,6,2,Unavailable,657,2,29,2026-03-28,Medium
F0819,Urban,9,10,9,Available,153,5,45,2026-03-29,Medium
F0820,Urban,3,4,9,Limited,686,0,24,2026-03-30,Medium
F0821,Rural,2,1,3,Unavailable,267,2,24,2026-03-31,Medium
F0822,Urban,3,7,4,Limited,671,0,16,2026-04-01,Medium
F0823,Urban,9,2,8,Limited,337,1,31,2026-04-02,Medium
F0824,Urban,7,9,9,Available,455,3,43,2026-04-03,Medium
F0825,Semi-Urban,9,3,3,Available,195,4,9,2026-04-04,Low
F0826,Rural,2,8,5,Limited,854,3,27,2026-04-05,High
F0827,Urban,5,8,8,Available,705,6,41,2026-04-06,High
F0828,Urban,4,3,3,Available,605,3,14,2026-04-07,Medium
F0829,Semi-Urban,2,4,7,Limited,370,3,45,2026-04-08,High
F0830,Semi-Urban,9,2,8,Available,162,5,25,2026-04-09,Low
F0831,Urban,9,4,10,Unavailable,986,5,43,2026-04-10,High
F0832,Semi-Urban,6,9,3,Limited,823,1,44,2026-04-11,Medium
F0833,Urban,6,2,2,Limited,417,3,22,2026-04-12,Medium
F0834,Urban,8,3,10,Limited,643,3,35,2026-04-13,Medium
F0835,Semi-Urban,6,4,7,Limited,737,4,33,2026-04-14,Medium
F0836,Urban,1,5,9,Limited,662,6,27,2026-04-15,High
F0837,Rural,4,1,1,Available,388,4,40,2026-04-16,Medium
F0838,Urban,7,7,3,Available,520,5,26,2026-04-17,Medium
F0839,Semi-Urban,2,10,5,Limited,641,4,19,2026-04-18,High
F0840,Semi-Urban,9,7,3,Limited,389,3,45,2026-04-19,Medium
F0841,Urban,8,9,1,Available,598,2,39,2026-04-20,Medium
F0842,Semi-Urban,8,4,7,Available,401,3,45,2026-04-21,Medium
F0843,Urban,7,6,7,Available,105,2,26,2026-04-22,Medium
F0844,Rural,4,2,10,Available,806,4,6,2026-04-23,Medium
F0845,Urban,2,4,8,Unavailable,758,3,3,2026-04-24,High
F0846,Urban,3,2,5,Unavailable,479,2,6,2026-04-25,Medium
F0847,Urban,6,10,10,Available,969,4,28,2026-04-26,High
F0848,Rural,5,5,5,Available,344,1,3,2026-04-27,Low
F0849,Semi-Urban,8,7,5,Available,541,3,13,2026-04-28,Low
F0850,Semi-Urban,6,1,1,Limited,508,3,13,2026-04-29,Low
F0851,Urban,6,10,10,Available,948,3,13,2026-04-30,Medium
F0852,Semi-Urban,1,10,5,Available,416,4,1,2026-05-01,Medium
F0853,Urban,4,7,6,Available,915,0,40,2026-05-02,Medium
F0854,Rural,5,10,1,Available,374,2,37,2026-05-03,Medium
F0855,Urban,3,6,7,Available,966,2,31,2026-05-04,Medium
F0856,Urban,9,6,1,Available,307,2,17,2026-05-05,Low
F0857,Urban,1,8,2,Available,478,5,9,2026-05-06,Medium
F0858,Semi-Urban,6,8,2,Available,643,2,45,2026-05-07,Medium
F0859,Semi-Urban,6,6,5,Available,555,2,13,2026-05-08,Medium
F0860,Urban,10,3,10,Limited,310,2,37,2026-05-09,Medium
F0861,Semi-Urban,5,5,7,Limited,870,3,14,2026-05-10,Medium
F0862,Semi-Urban,5,2,1,Limited,857,3,11,2026-05-11,Medium
F0863,Semi-Urban,10,5,10,Unavailable,187,5,25,2026-05-12,Medium
F0864,Urban,5,9,1,Available,969,3,31,2026-05-13,Medium
F0865,Urban,6,10,1,Available,640,2,14,2026-05-14,Medium
F0866,Semi-Urban,8,1,6,Available,447,6,7,2026-05-15,Low
F0867,Urban,2,10,2,Limited,721,5,24,2026-05-16,High
F0868,Urban,6,5,1,Unavailable,509,4,36,2026-05-17,Medium
F0869,Rural,1,6,6,Available,374,3,42,2026-05-18,Medium
F0870,Rural,4,7,2,Available,215,3,42,2026-05-19,Medium
F0871,Urban,10,9,6,Available,564,1,47,2026-05-20,Medium
F0872,Urban,3,6,10,Limited,736,2,44,2026-05-21,High
F0873,Semi-Urban,9,5,8,Available,843,5,41,2026-05-22,Medium
F0874,Urban,3,7,2,Available,951,2,3,2026-05-23,Medium
F0875,Urban,6,1,9,Available,713,5,47,2026-05-24,Medium
F0876,Urban,1,5,8,Available,678,5,44,2026-05-25,High
F0877,Semi-Urban,6,2,10,Limited,958,2,26,2026-05-26,Medium
F0878,Semi-Urban,4,4,1,Available,799,5,47,2026-05-27,Medium
F0879,Urban,8,7,7,Limited,30,5,26,2026-05-28,Medium
F0880,Urban,9,5,10,Available,601,2,1,2026-05-29,Low
F0881,Urban,4,6,6,Limited,275,4,15,2026-05-30,Medium
F0882,Semi-Urban,10,2,6,Limited,415,1,11,2026-05-31,Low
F0883,Urban,10,3,6,Available,750,3,37,2026-06-01,Medium
F0884,Urban,6,7,6,Available,828,6,7,2026-06-02,Medium
F0885,Semi-Urban,1,2,10,Limited,428,4,12,2026-06-03,Medium
F0886,Urban,4,6,7,Available,381,2,38,2026-06-04,Medium
F0887,Semi-Urban,7,5,3,Limited,278,6,3,2026-06-05,Medium
F0888,Urban,1,10,6,Limited,22,5,42,2026-06-06,High
F0889,Urban,8,1,3,Limited,103,4,26,2026-06-07,Low
F0890,Urban,10,10,7,Available,175,7,30,2026-06-08,Medium
F0891,Semi-Urban,6,4,7,Available,682,5,32,2026-06-09,Medium
F0892,Rural,5,2,8,Available,195,4,36,2026-06-10,Medium
F0893,Rural,10,4,2,Available,726,3,45,2026-06-11,Low
F0894,Urban,9,1,9,Limited,957,2,37,2026-06-12,Medium
F0895,Semi-Urban,2,2,5,Limited,491,3,18,2026-06-13,Medium
F0896,Urban,5,8,9,Available,638,3,1,2026-06-14,Medium
F0897,Urban,6,6,10,Limited,443,3,21,2026-06-15,Medium
F0898,Rural,7,2,5,Available,153,3,28,2026-06-16,Low
F0899,Urban,5,6,7,Available,807,0,48,2026-06-17,Medium
F0900,Urban,9,10,9,Unavailable,926,6,16,2026-06-18,High
F0901,Urban,1,9,4,Unavailable,883,3,48,2026-06-19,High
F0902,Urban,7,7,2,Available,399,4,28,2026-06-20,Medium
F0903,Urban,10,9,9,Unavailable,686,0,22,2026-06-21,Medium
F0904,Semi-Urban,7,5,2,Available,296,1,19,2026-06-22,Low
F0905,Urban,4,7,3,Available,255,2,48,2026-06-23,Medium
F0906,Rural,9,7,10,Available,771,1,1,2026-06-24,Medium
F0907,Rural,5,3,2,Unavailable,901,4,31,2026-06-25,Medium
F0908,Urban,4,7,3,Available,32,2,42,2026-06-26,Medium
F0909,Urban,7,1,6,Available,361,4,34,2026-06-27,Medium
F0910,Urban,4,9,3,Available,54,4,46,2026-06-28,Medium
F0911,Semi-Urban,3,10,10,Limited,578,2,40,2026-06-29,High
F0912,Urban,9,6,8,Available,233,5,6,2026-06-30,Low
F0913,Semi-Urban,8,5,6,Available,431,5,28,2026-07-01,Medium
F0914,Urban,1,7,7,Available,424,1,3,2026-07-02,Medium
F0915,Semi-Urban,7,5,1,Available,513,5,31,2026-07-03,Medium
F0916,Urban,9,10,3,Limited,677,2,16,2026-07-04,Medium
F0917,Urban,8,5,3,Available,178,1,17,2026-07-05,Low
F0918,Rural,8,10,2,Limited,975,5,44,2026-07-06,Medium
F0919,Semi-Urban,6,7,7,Available,656,6,27,2026-07-07,Medium
F0920,Urban,4,10,9,Limited,129,1,24,2026-07-08,High
F0921,Rural,8,7,4,Available,568,5,20,2026-07-09,Medium
F0922,Semi-Urban,3,3,5,Available,808,3,32,2026-07-10,Medium
F0923,Rural,9,3,3,Available,545,0,35,2026-07-11,Low
F0924,Semi-Urban,2,10,9,Limited,366,1,13,2026-07-12,High
F0925,Urban,2,3,4,Limited,763,5,48,2026-07-13,High
F0926,Urban,7,6,5,Available,847,2,43,2026-07-14,Medium
F0927,Urban,10,6,1,Limited,655,3,20,2026-07-15,Low
F0928,Semi-Urban,4,3,2,Available,298,3,48,2026-07-16,Medium
F0929,Semi-Urban,10,3,9,Available,498,4,2,2026-07-17,Low
F0930,Urban,8,8,2,Available,130,3,4,2026-07-18,Low
F0931,Urban,9,8,5,Available,655,4,27,2026-07-19,Medium
F0932,Rural,7,7,8,Limited,944,3,25,2026-07-20,Medium
F0933,Rural,5,10,3,Available,450,7,4,2026-07-21,Medium
F0934,Semi-Urban,8,4,6,Available,561,3,32,2026-07-22,Medium
F0935,Urban,4,4,4,Available,134,3,17,2026-07-23,Medium
F0936,Urban,2,3,7,Available,109,1,1,2026-07-24,Medium
F0937,Urban,6,5,10,Available,231,3,33,2026-07-25,Medium
F0938,Rural,9,3,3,Available,569,2,30,2026-07-26,Low
F0939,Urban,1,8,6,Available,614,5,5,2026-07-27,Medium
F0940,Semi-Urban,10,7,10,Available,558,6,12,2026-07-28,Medium
F0941,Urban,7,3,9,Available,748,4,38,2026-07-29,Medium
F0942,Semi-Urban,10,9,10,Available,379,4,32,2026-07-30,Medium
F0943,Semi-Urban,9,5,1,Available,505,2,38,2026-07-31,Low
F0944,Rural,10,9,3,Available,391,3,17,2026-08-01,Low
F0945,Urban,9,7,2,Available,234,5,45,2026-08-02,Medium
F0946,Urban,10,7,8,Available,752,2,40,2026-08-03,Medium
F0947,Urban,3,6,7,Available,34,3,32,2026-08-04,Medium
F0948,Rural,5,2,2,Available,974,3,24,2026-08-05,Medium
F0949,Rural,8,9,6,Available,278,3,12,2026-08-06,Medium
F0950,Semi-Urban,8,6,3,Available,797,4,47,2026-08-07,Medium
F0951,Semi-Urban,4,8,8,Available,482,3,31,2026-08-08,Medium
F0952,Semi-Urban,1,1,10,Unavailable,139,0,19,2026-08-09,High
F0953,Urban,1,5,3,Available,995,3,29,2026-08-10,Medium
F0954,Rural,4,1,10,Available,932,2,21,2026-08-11,Medium
F0955,Urban,6,10,9,Limited,147,6,26,2026-08-12,High
F0956,Urban,8,8,1,Available,742,1,28,2026-08-13,Low
F0957,Semi-Urban,6,8,5,Limited,542,2,17,2026-08-14,Medium
F0958,Urban,9,1,3,Available,707,2,9,2026-08-15,Low
F0959,Urban,9,9,6,Unavailable,664,1,21,2026-08-16,Medium
F0960,Semi-Urban,2,2,10,Available,344,4,34,2026-08-17,Medium
F0961,Urban,10,9,2,Available,339,5,11,2026-08-18,Low
F0962,Semi-Urban,1,1,9,Limited,525,2,20,2026-08-19,Medium
F0963,Urban,2,10,6,Available,545,4,47,2026-08-20,High
F0964,Urban,5,9,7,Available,69,4,39,2026-08-21,Medium
F0965,Urban,4,4,5,Limited,941,3,16,2026-08-22,Medium
F0966,Urban,4,9,9,Available,603,4,29,2026-08-23,Medium
F0967,Semi-Urban,9,7,1,Available,88,2,1,2026-08-24,Low
F0968,Urban,8,6,5,Available,410,2,18,2026-08-25,Low
F0969,Semi-Urban,6,5,10,Available,402,3,22,2026-08-26,Medium
F0970,Semi-Urban,1,9,6,Limited,35,3,8,2026-08-27,Medium
F0971,Semi-Urban,2,2,7,Unavailable,458,2,7,2026-08-28,Medium
F0972,Rural,6,2,4,Available,865,2,25,2026-08-29,Medium
F0973,Semi-Urban,2,9,1,Available,888,6,30,2026-08-30,Medium
F0974,Urban,10,3,8,Available,587,2,34,2026-08-31,Medium
F0975,Urban,5,8,10,Available,636,4,44,2026-09-01,High
F0976,Urban,5,9,4,Unavailable,151,2,48,2026-09-02,High
F0977,Semi-Urban,6,8,3,Available,579,4,41,2026-09-03,Medium
F0978,Urban,6,4,7,Available,267,3,11,2026-09-04,Medium
F0979,Semi-Urban,6,1,2,Limited,292,0,15,2026-09-05,Low
F0980,Semi-Urban,2,4,8,Limited,642,4,35,2026-09-06,High
F0981,Urban,10,9,6,Available,951,2,23,2026-09-07,Medium
F0982,Semi-Urban,3,2,7,Available,857,2,45,2026-09-08,Medium
F0983,Urban,6,3,5,Available,867,3,21,2026-09-09,Medium
F0984,Urban,8,10,9,Unavailable,368,6,28,2026-09-10,High
F0985,Semi-Urban,1,8,5,Available,503,5,13,2026-09-11,Medium
F0986,Semi-Urban,1,6,5,Available,569,5,34,2026-09-12,Medium
F0987,Semi-Urban,2,8,3,Available,376,0,38,2026-09-13,Medium
F0988,Urban,6,7,1,Available,771,4,6,2026-09-14,Low
F0989,Urban,9,5,2,Available,337,4,44,2026-09-15,Low
F0990,Rural,4,9,8,Unavailable,652,3,4,2026-09-16,High
F0991,Semi-Urban,3,4,1,Limited,67,4,5,2026-09-17,Medium
F0992,Semi-Urban,8,6,7,Unavailable,29,2,40,2026-09-18,Medium
F0993,Urban,10,2,5,Available,252,2,6,2026-09-19,Low
F0994,Semi-Urban,9,2,3,Limited,55,1,21,2026-09-20,Low
F0995,Urban,5,2,7,Limited,432,5,28,2026-09-21,Medium
F0996,Urban,9,10,9,Available,481,2,3,2026-09-22,Medium
F0997,Rural,2,7,2,Available,23,0,23,2026-09-23,Medium
F0998,Urban,3,2,8,Available,63,3,8,2026-09-24,Medium
F0999,Rural,7,2,9,Limited,587,3,19,2026-09-25,Medium
F1000,Urban,7,9,3,Available,573,4,11,2026-09-26,Medium
F1001,Urban,6,7,2,Unavailable,274,2,10,2026-09-27,Medium
F1002,Semi-Urban,6,3,7,Available,759,4,28,2026-09-28,Medium
F1003,Rural,2,3,5,Limited,133,4,20,2026-09-29,Medium
F1004,Semi-Urban,10,7,5,Available,768,0,44,2026-09-30,Medium
F1005,Rural,6,5,10,Limited,416,1,28,2026-10-01,Medium
F1006,Semi-Urban,4,10,5,Available,193,4,29,2026-10-02,Medium
F1007,Semi-Urban,3,6,4,Unavailable,274,1,8,2026-10-03,Medium
F1008,Rural,2,8,5,Available,485,3,19,2026-10-04,Medium
F1009,Urban,1,9,4,Available,948,2,48,2026-10-05,High
F1010,Semi-Urban,5,1,6,Available,296,3,21,2026-10-06,Medium
F1011,Urban,2,3,4,Available,483,0,18,2026-10-07,Medium
F1012,Rural,2,7,2,Available,866,0,9,2026-10-08,Medium
F1013,Rural,7,6,9,Available,521,4,4,2026-10-09,Medium
F1014,Urban,8,7,2,Limited,460,1,41,2026-10-10,Medium
F1015,Semi-Urban,10,8,9,Available,88,2,25,2026-10-11,Medium
F1016,Rural,8,6,10,Available,528,1,34,2026-10-12,Medium
F1017,Urban,4,3,6,Available,345,5,9,2026-10-13,Medium
F1018,Semi-Urban,1,2,9,Available,761,1,9,2026-10-14,Medium
F1019,Rural,7,7,9,Unavailable,86,3,18,2026-10-15,Medium
F1020,Urban,1,1,3,Available,323,2,11,2026-10-16,Low
F1021,Semi-Urban,4,3,1,Unavailable,991,3,13,2026-10-17,Medium
F1022,Urban,8,4,1,Available,503,1,38,2026-10-18,Low
F1023,Rural,2,1,3,Available,948,5,9,2026-10-19,Medium
F1024,Rural,6,5,5,Limited,567,1,16,2026-10-20,Medium
F1025,Rural,6,10,3,Available,436,3,4,2026-10-21,Medium
F1026,Semi-Urban,9,3,9,Available,178,4,34,2026-10-22,Medium
F1027,Rural,5,2,9,Available,168,4,7,2026-10-23,Medium
F1028,Rural,10,3,3,Limited,46,1,15,2026-10-24,Low
F1029,Urban,4,8,3,Available,603,4,38,2026-10-25,Medium
F1030,Rural,5,6,5,Available,267,1,11,2026-10-26,Low
F1031,Urban,10,7,2,Available,120,2,32,2026-10-27,Low
F1032,Semi-Urban,5,6,6,Available,721,3,27,2026-10-28,Medium
F1033,Urban,8,6,7,Unavailable,115,5,30,2026-10-29,Medium
F1034,Urban,10,3,9,Available,403,3,17,2026-10-30,Low
F1035,Urban,8,8,6,Available,301,5,36,2026-10-31,Medium
F1036,Semi-Urban,2,7,3,Limited,341,1,19,2026-11-01,Medium
F1037,Urban,7,7,5,Available,415,2,7,2026-11-02,Low
F1038,Semi-Urban,8,6,4,Available,297,2,43,2026-11-03,Medium
F1039,Urban,6,5,5,Available,548,4,45,2026-11-04,Medium
F1040,Urban,5,10,8,Available,282,1,21,2026-11-05,Medium
F1041,Semi-Urban,9,8,8,Available,638,2,28,2026-11-06,Medium
F1042,Semi-Urban,3,5,6,Available,599,1,3,2026-11-07,Medium
F1043,Urban,10,9,1,Available,659,2,14,2026-11-08,Low
F1044,Semi-Urban,4,9,8,Available,312,4,2,2026-11-09,Medium
F1045,Rural,9,1,8,Available,313,1,29,2026-11-10,Low
F1046,Semi-Urban,6,6,2,Available,627,8,18,2026-11-11,Medium
F1047,Urban,8,7,4,Available,414,6,37,2026-11-12,Medium
F1048,Urban,7,3,2,Unavailable,532,4,45,2026-11-13,Medium
F1049,Rural,2,7,4,Available,940,4,45,2026-11-14,High
F1050,Urban,3,7,10,Limited,829,2,24,2026-11-15,High
F1051,Rural,1,2,7,Available,199,3,46,2026-11-16,Medium
F1052,Semi-Urban,9,7,9,Limited,939,5,12,2026-11-17,Medium
F1053,Rural,7,1,8,Unavailable,712,3,45,2026-11-18,High
F1054,Semi-Urban,1,5,9,Available,254,3,32,2026-11-19,Medium
F1055,Rural,3,9,8,Available,971,1,18,2026-11-20,Medium
F1056,Urban,4,7,2,Available,850,3,13,2026-11-21,Medium
F1057,Semi-Urban,4,7,7,Available,356,3,4,2026-11-22,Medium
F1058,Urban,5,2,2,Available,27,3,23,2026-11-23,Low
F1059,Semi-Urban,3,8,2,Limited,462,3,10,2026-11-24,Medium
F1060,Semi-Urban,3,3,4,Available,960,2,5,2026-11-25,Medium
F1061,Rural,1,8,1,Available,558,3,40,2026-11-26,Medium
F1062,Rural,7,3,5,Available,839,3,14,2026-11-27,Low
F1063,Semi-Urban,10,10,6,Available,677,5,34,2026-11-28,Medium
F1064,Urban,1,7,9,Unavailable,110,1,28,2026-11-29,High
F1065,Urban,2,2,10,Limited,873,3,8,2026-11-30,Medium
F1066,Semi-Urban,4,4,8,Available,291,5,16,2026-12-01,Medium
F1067,Urban,4,6,2,Available,853,2,31,2026-12-02,Medium
F1068,Urban,5,9,1,Available,24,2,7,2026-12-03,Low
F1069,Urban,2,5,2,Limited,613,2,3,2026-12-04,Medium
F1070,Urban,4,9,7,Available,918,3,29,2026-12-05,Medium
F1071,Urban,1,5,4,Available,238,1,36,2026-12-06,Medium
F1072,Urban,2,10,10,Limited,137,2,39,2026-12-07,High
F1073,Urban,1,8,5,Available,612,1,4,2026-12-08,Medium
F1074,Urban,10,1,7,Limited,995,2,9,2026-12-09,Medium
F1075,Rural,10,7,3,Available,601,2,17,2026-12-10,Low
F1076,Urban,4,4,10,Unavailable,134,2,20,2026-12-11,High
F1077,Urban,4,5,2,Available,282,3,14,2026-12-12,Low
F1078,Semi-Urban,7,6,7,Available,325,2,46,2026-12-13,Medium
F1079,Urban,10,5,5,Available,673,1,29,2026-12-14,Low
F1080,Rural,9,1,1,Limited,441,4,13,2026-12-15,Low
F1081,Semi-Urban,9,9,1,Available,226,3,36,2026-12-16,Low
F1082,Urban,5,2,9,Available,642,3,45,2026-12-17,Medium
F1083,Urban,10,9,5,Available,322,1,17,2026-12-18,Low
F1084,Rural,1,10,1,Available,131,7,47,2026-12-19,Medium
F1085,Rural,1,2,7,Available,436,5,43,2026-12-20,Medium
F1086,Semi-Urban,6,9,9,Limited,574,1,4,2026-12-21,Medium
F1087,Semi-Urban,2,6,1,Available,878,5,20,2026-12-22,Medium
F1088,Urban,8,9,10,Available,304,3,11,2026-12-23,Medium
F1089,Rural,9,6,4,Available,659,7,42,2026-12-24,Medium
F1090,Urban,4,6,3,Available,204,2,22,2026-12-25,Medium
F1091,Rural,5,2,5,Available,760,2,45,2026-12-26,Medium
F1092,Semi-Urban,8,8,7,Available,920,2,8,2026-12-27,Medium
F1093,Semi-Urban,3,3,8,Available,240,3,28,2026-12-28,Medium
F1094,Semi-Urban,5,7,2,Available,883,3,45,2026-12-29,Medium
F1095,Urban,3,5,7,Unavailable,463,2,41,2026-12-30,High
F1096,Urban,10,3,1,Available,136,2,30,2026-12-31,Low
F1097,Urban,3,1,7,Available,89,1,33,2027-01-01,Medium
F1098,Urban,3,8,8,Limited,917,4,33,2027-01-02,High
F1099,Semi-Urban,7,3,2,Limited,89,8,47,2027-01-03,Medium
F1100,Urban,7,2,9,Available,641,5,36,2027-01-04,Medium
F1101,Urban,7,1,1,Available,446,3,27,2027-01-05,Low
F1102,Rural,10,4,6,Limited,663,4,20,2027-01-06,Medium
F1103,Rural,8,8,1,Available,587,3,33,2027-01-07,Medium
F1104,Rural,5,3,3,Available,462,3,25,2027-01-08,Medium
F1105,Rural,5,1,6,Available,620,5,44,2027-01-09,Medium
F1106,Urban,4,4,3,Available,156,4,43,2027-01-10,Medium
F1107,Urban,7,9,8,Available,523,3,19,2027-01-11,Medium
F1108,Semi-Urban,10,1,5,Limited,150,1,47,2027-01-12,Medium
F1109,Semi-Urban,4,2,2,Available,237,3,21,2027-01-13,Low
F1110,Urban,2,9,4,Available,707,6,42,2027-01-14,High
F1111,Rural,4,2,9,Available,190,2,33,2027-01-15,Medium
F1112,Urban,8,3,4,Available,494,1,3,2027-01-16,Low
F1113,Urban,9,7,10,Limited,631,3,14,2027-01-17,Medium
F1114,Semi-Urban,3,3,10,Available,148,4,15,2027-01-18,Medium
F1115,Semi-Urban,7,9,8,Unavailable,76,2,33,2027-01-19,High
F1116,Semi-Urban,9,6,5,Available,200,1,42,2027-01-20,Medium
F1117,Urban,4,3,10,Available,265,3,22,2027-01-21,Medium
F1118,Rural,10,9,1,Limited,163,2,1,2027-01-22,Low
F1119,Urban,3,1,7,Available,70,7,31,2027-01-23,Medium
F1120,Urban,5,10,3,Available,387,3,47,2027-01-24,Medium
F1121,Rural,1,3,10,Limited,478,3,35,2027-01-25,High
F1122,Rural,3,1,8,Available,237,6,20,2027-01-26,Medium
F1123,Rural,8,2,3,Limited,635,5,32,2027-01-27,Medium
F1124,Rural,8,8,1,Unavailable,914,5,12,2027-01-28,Medium
F1125,Semi-Urban,4,7,5,Available,586,5,16,2027-01-29,Medium
F1126,Semi-Urban,2,2,2,Available,276,7,8,2027-01-30,Medium
F1127,Urban,8,2,4,Available,877,1,14,2027-01-31,Low
F1128,Urban,8,9,1,Available,175,4,18,2027-02-01,Low
F1129,Urban,10,6,9,Limited,584,0,30,2027-02-02,Medium
F1130,Urban,4,5,6,Limited,461,4,33,2027-02-03,Medium
F1131,Semi-Urban,3,10,8,Available,860,6,34,2027-02-04,High
F1132,Semi-Urban,2,6,4,Available,975,2,44,2027-02-05,Medium
F1133,Urban,9,9,9,Available,718,2,34,2027-02-06,Medium
F1134,Urban,1,7,2,Available,895,3,7,2027-02-07,Medium
F1135,Semi-Urban,7,10,9,Limited,681,2,6,2027-02-08,Medium
F1136,Urban,5,10,5,Available,795,7,6,2027-02-09,Medium
F1137,Rural,8,9,6,Limited,781,2,22,2027-02-10,Medium
F1138,Semi-Urban,4,4,3,Available,964,4,8,2027-02-11,Medium
F1139,Semi-Urban,7,2,4,Limited,829,3,37,2027-02-12,Medium
F1140,Semi-Urban,5,8,6,Available,942,2,15,2027-02-13,Medium
F1141,Rural,5,4,7,Available,954,3,26,2027-02-14,Medium
F1142,Urban,9,9,1,Available,742,2,39,2027-02-15,Medium
F1143,Semi-Urban,9,4,7,Limited,44,1,3,2027-02-16,Low
F1144,Semi-Urban,9,8,1,Available,825,3,10,2027-02-17,Low
F1145,Urban,6,9,5,Available,872,3,3,2027-02-18,Medium
F1146,Rural,6,9,6,Available,683,0,30,2027-02-19,Medium
F1147,Semi-Urban,5,10,2,Available,555,2,46,2027-02-20,Medium
F1148,Semi-Urban,9,4,10,Available,783,3,22,2027-02-21,Medium
F1149,Rural,10,1,9,Unavailable,79,1,3,2027-02-22,Medium
F1150,Rural,8,3,10,Available,486,2,1,2027-02-23,Low
F1151,Semi-Urban,7,9,6,Available,453,5,33,2027-02-24,Medium
F1152,Rural,7,4,7,Available,898,4,19,2027-02-25,Medium
F1153,Semi-Urban,6,5,10,Available,85,2,36,2027-02-26,Medium
F1154,Semi-Urban,5,7,8,Available,929,3,34,2027-02-27,Medium
F1155,Semi-Urban,4,5,10,Available,584,2,31,2027-02-28,Medium
F1156,Semi-Urban,3,4,1,Available,947,2,43,2027-03-01,Medium
F1157,Urban,3,2,8,Available,125,6,24,2027-03-02,Medium
F1158,Rural,6,2,4,Limited,115,2,12,2027-03-03,Low
F1159,Rural,4,4,10,Available,707,3,13,2027-03-04,Medium
F1160,Urban,6,10,8,Unavailable,570,2,16,2027-03-05,High
F1161,Rural,3,10,6,Available,187,3,16,2027-03-06,Medium
F1162,Urban,4,9,9,Available,61,4,20,2027-03-07,Medium
F1163,Urban,9,8,4,Available,898,1,41,2027-03-08,Medium
F1164,Semi-Urban,5,3,2,Available,123,2,48,2027-03-09,Medium
F1165,Urban,7,9,2,Unavailable,864,6,27,2027-03-10,High
F1166,Rural,10,5,5,Limited,223,1,39,2027-03-11,Medium
F1167,Rural,2,3,10,Available,539,1,13,2027-03-12,Medium
F1168,Semi-Urban,5,5,9,Available,994,3,4,2027-03-13,Medium
F1169,Urban,9,10,3,Available,301,3,32,2027-03-14,Medium
F1170,Urban,3,4,8,Available,927,1,45,2027-03-15,Medium
F1171,Semi-Urban,9,8,4,Available,62,2,40,2027-03-16,Medium
F1172,Rural,6,5,6,Unavailable,966,2,34,2027-03-17,High
F1173,Semi-Urban,4,10,10,Unavailable,129,3,39,2027-03-18,High
F1174,Urban,7,8,6,Unavailable,229,4,43,2027-03-19,High
F1175,Semi-Urban,8,9,3,Limited,768,2,17,2027-03-20,Medium
F1176,Semi-Urban,6,4,5,Available,887,4,24,2027-03-21,Medium
